	title	artist	album	likeStatus	videoId	albumId	artistId
24	Bad News	The Trashmen	Bird Call! Twin City Stomp	INDIFFERENT	ipJUtsnISQo	MPREb_RTxOI0CHhcD	UCKA351cmhCe3QBKk73X1xMw
16	Rescue At Mavericks	The Torquays	Somewhere in California	INDIFFERENT	z0zkSTxkBVw	MPREb_dkYejGYpuj6	UCx5KI6mSrTlyOh7QQ3ISDrA
3	Point Panic	The Surfaris	The Best Of The Surfaris	INDIFFERENT	0YK0vvnXSvU	MPREb_nOzqqxHLSKq	UCNxuPP8T5zM9bpCRcfpEwWg
20	Satan's Theme	The Rondels	Vintage Cabriolet, Vol. 3	INDIFFERENT	e68iZJzY4Fk	MPREb_KrOPTNIttIn	UCFLAMxhHktQpIKuV7rM0upA
13	Greyhound	The Nightmares	50's & 60's Wild Guitar Instrumentals	INDIFFERENT	fvdpnW-oh0c	MPREb_ELaKZTCMJ6I	UCqYY6tWs_2St4oVLS2CCPdg
21	Acid Dreams	The Monsters	I See Dead People	INDIFFERENT	D3NETphHWJM	MPREb_ZeH4L4OjouA	UC7TxgjcVyjLH8UygNa3BbCg
26	Today We Kill... Tomorrow We Die	The Hellbenders	Today We Kill... Tomorrow We Die	INDIFFERENT	5HVNtV8bTCU	MPREb_E5KjNGyJJcJ	UC9k2kq7x0Lb6Vc6-f5Qk_Gw
18	Intoxica	The Centurians	Surfers' Pajama Party	INDIFFERENT	sWVVwvQEGE0	MPREb_9dfjzQ3wYso	UCvuh_bv7zcbxTp7O488Qwng
2	Flight of the Surf Guitar	The Atlantics	Flight of the Surf Guitar	INDIFFERENT	V-yK9YiPGIo	MPREb_KkKzY0J90L3	UCq-hURYs-Aolfbfvq3MGG4A
7	Reef Ride	The Atlantics	Flight of the Surf Guitar	INDIFFERENT	VsVHzV9DaIM	MPREb_KkKzY0J90L3	UCq-hURYs-Aolfbfvq3MGG4A
11	The Good the Bad and the Ugly	The Atlantics	Collectibles	INDIFFERENT	3Uih-yBNSUM	MPREb_ZDTal74ultJ	UCq-hURYs-Aolfbfvq3MGG4A
25	Bombora	The Atlantics	Bombora	INDIFFERENT	pXDYesHe4Qg	MPREb_kwdFduEhVC6	UCq-hURYs-Aolfbfvq3MGG4A
19	Haunted House Of Rock	Satan's Pilgrims	Plymouth Rock	INDIFFERENT	EwSnp_XynjY	MPREb_OXlszqayZRu	UCgI4d-mSQ1SZ3ky7cU3YJjw
22	Shakin' All Over	Randy Bachman	Shakin' All Over	INDIFFERENT	uG78FMoLBG8	MPREb_0M2T1fBbehM	UCc_z_kvf-CpGy4mJlx0NpkQ
8	Surf's Up	Martin Cilia	Revenge of the Surf Guitar	INDIFFERENT	dJaQjldq8Xg	MPREb_lzhHabSrfBP	UCBeLMJMtfE07FPMSJ46LgLA
14	Apache	Link Wray	Apache	INDIFFERENT	rn2XcfF8pTU	MPREb_YhbLQKFtjTH	UCXFJOvhbAdYYwaqxdOpSB5w
4	Guitare Jet	Les Jaguars	Long Shot Boogie	INDIFFERENT	1lPbiHImtm0	MPREb_T5AmhyBmekC	UChDzVRkVd9KuYnBfOEmyaSA
9	Too Drunk to Surf	Hawaii Samurai	The Octopus Incident? (This Was the Day That Engulfed the Space in Terror)	INDIFFERENT	vUJlgfhZEvc	MPREb_CXs1S6g7Xcs	UCIAvnSbjQiEO5Boif1hj2vQ
10	Surf 'n' Destroy	Hawaii Samurai	Let There Be Surf	INDIFFERENT	k660A5lCObI	MPREb_oxJeCIMA7zZ	UCIAvnSbjQiEO5Boif1hj2vQ
12	Bandito	Dick Dale	Calling Up Spirits	INDIFFERENT	Yv9HVm_2PoE	MPREb_KncHf693ATH	UCsIBLw01R85QwRft8D_ONgQ
15	Misirlou (Alternative Take)	Dick Dale	Wanna Surf?	INDIFFERENT	QqpW2QwVSLA	MPREb_9pZPf0IdyVj	UCsIBLw01R85QwRft8D_ONgQ
0	Siouxnami	Atomic Mosquitos	Release The Mosquitos	INDIFFERENT	yFAe0xyGBic	MPREb_VQLmEnaVCye	UCVFrQYu-Q1PSnf03E0EpmyQ
1	Danger Island	Atomic Mosquitos	Atomic Mosquitos	INDIFFERENT	UydxeYeZC3c	MPREb_KXF1Beiu6sh	UCVFrQYu-Q1PSnf03E0EpmyQ
5	Cool Action Space Tune	Atomic Mosquitos	Atomic Mosquitos	INDIFFERENT	Xlw6Fvc2W48	MPREb_KXF1Beiu6sh	UCVFrQYu-Q1PSnf03E0EpmyQ
6	Flight of the Mosquitos	Atomic Mosquitos	Atomic Mosquitos	INDIFFERENT	RXZ7YUQYZ1Q	MPREb_KXF1Beiu6sh	UCVFrQYu-Q1PSnf03E0EpmyQ
23	Moonman	The Atlantics	Dreams Of Yesterday		1SfK9yuOr34		
17	This Jesus Must Die	Atomic Mosquitos	Jesus Christ Surferstar		DAXt8WHcr3Y		
