	title	artist	album	likeStatus	duration	videoId	albumId	artistId
8	Blue Train	John Coltrane	Blue Train	LIKE	10:44	-81BzBWGXZM	MPREb_kygeooTK4kG	UCH4T2kv7rr9qnuP0DOXLxMA
48	I'm Old Fashioned	John Coltrane	Blue Train	LIKE	8:00	Rc5P60O30rI	MPREb_kygeooTK4kG	UCH4T2kv7rr9qnuP0DOXLxMA
58	Moment's Notice	John Coltrane	Blue Train	LIKE	9:11	iosNQMGMVwY	MPREb_kygeooTK4kG	UCH4T2kv7rr9qnuP0DOXLxMA
24	Bei Rosarotem Light	Bohren & der Club of Gore	Piano Nights	LIKE	6:41	7ts8VNED4OI	MPREb_DhFdOcwv8L5	UCuaizhGGGx28ehnaIiqYLew
2	A Faint Glow	Sealand	Eternity	INDIFFERENT	0:59	KCO731QYBJA	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
3	Picturesque	Sealand	Eternity	INDIFFERENT	3:19	tk7WzbN-4I8	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
6	Dissolve	Sealand	Eternity	INDIFFERENT	4:44	nSpxobmTiIw	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
16	Sunrise	Sealand	Eternity	INDIFFERENT	0:55	TpuRodumfU4	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
18	Long Nights	Sealand	Eternity	INDIFFERENT	2:24	6Xx1UHPEEzY	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
27	A New Eternity	Sealand	Eternity	INDIFFERENT	4:29	Ag3GzTVawfM	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
30	Looking Glass	Sealand	Eternity	INDIFFERENT	2:00	8_fPBrbcZwQ	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
31	Driftwood	Sealand	Eternity	INDIFFERENT	1:43	pClghU2pFGE	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
32	Fading Into Focus	Sealand	Eternity	INDIFFERENT	2:20	SIbqJ9By9XU	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
33	Universal	Sealand	Eternity	INDIFFERENT	2:05	mHLWObRP30I	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
35	Dark Days	Sealand	Eternity	INDIFFERENT	2:52	uJKqlokh26c	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
37	Monolithic	Sealand	Eternity	INDIFFERENT	2:42	jG0MPb5e8n8	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
43	Stay With Me	Sealand	Eternity	INDIFFERENT	3:52	3cJGcd_gVpI	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
44	Desert Skies	Sealand	Eternity	INDIFFERENT	4:12	3mH8tUw-eG8	MPREb_5nFMWOemKb2	UCDmnX4dT1zQ7sttAPW9esRw
14	Lazy Bird	John Coltrane	Blue Train	INDIFFERENT	7:08	JYV3ZEBE4R8	MPREb_kygeooTK4kG	UCH4T2kv7rr9qnuP0DOXLxMA
45	Locomotion	John Coltrane	Blue Train	INDIFFERENT	7:15	hkxI2jKlSvM	MPREb_kygeooTK4kG	UCH4T2kv7rr9qnuP0DOXLxMA
13	Equation	Devin Townsend	The Hummer	INDIFFERENT	3:16	c4y36vUpEJE	MPREb_nRtDTPVULl3	UCylstOR8n268-jdMGwMfazw
19	Cosmic Surf	Devin Townsend	The Hummer	INDIFFERENT	16:27	O3im-4pb1HU	MPREb_nRtDTPVULl3	UCylstOR8n268-jdMGwMfazw
28	Consciousness Causes Collapse	Devin Townsend	The Hummer	INDIFFERENT	6:39	2q5cJc9ETDw	MPREb_nRtDTPVULl3	UCylstOR8n268-jdMGwMfazw
39	The Hummer	Devin Townsend	The Hummer	INDIFFERENT	15:55	Dq3cAgeCKcY	MPREb_nRtDTPVULl3	UCylstOR8n268-jdMGwMfazw
51	The Abacus	Devin Townsend	The Hummer	INDIFFERENT	8:03	L0ykgmLIKkI	MPREb_nRtDTPVULl3	UCylstOR8n268-jdMGwMfazw
53	Arc	Devin Townsend	The Hummer	INDIFFERENT	23:04	_fdnM3x00ZY	MPREb_nRtDTPVULl3	UCylstOR8n268-jdMGwMfazw
7	Reves	Connor O.R.T. Linning	Reves	INDIFFERENT	24:28	O_uUgYmJQvA	MPREb_vFtJXR2aZSh	UCt7hVab9qDCLnSrJ7z0KzUw
0	Danny	C418	Minecraft - Volume Alpha	INDIFFERENT	4:15	X2ajI96FyAk	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
1	Droopy Likes Ricochet	C418	Minecraft - Volume Alpha	INDIFFERENT	1:37	9jlVL4syx8k	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
4	Moog City	C418	Minecraft - Volume Alpha	INDIFFERENT	2:41	trRGS_Va7_M	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
5	Droopy Likes Your Face	C418	Minecraft - Volume Alpha	INDIFFERENT	1:57	sLnP9NNIZIE	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
9	Thirteen	C418	Minecraft - Volume Alpha	INDIFFERENT	2:57	VZA4luIhcu8	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
10	Minecraft	C418	Minecraft - Volume Alpha	INDIFFERENT	4:14	XuZDeT8zI5c	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
11	Wet Hands	C418	Minecraft - Volume Alpha	INDIFFERENT	1:30	MSepOYJxB64	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
17	Subwoofer Lullaby	C418	Minecraft - Volume Alpha	INDIFFERENT	3:29	ibUOxEBxVsE	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
20	Key	C418	Minecraft - Volume Alpha	INDIFFERENT	1:06	NkS3XLy3ga4	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
21	Clark	C418	Minecraft - Volume Alpha	INDIFFERENT	3:12	EookC5tOhxE	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
23	Haggstrom	C418	Minecraft - Volume Alpha	INDIFFERENT	3:25	JZNy6eHw3FA	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
25	Dog	C418	Minecraft - Volume Alpha	INDIFFERENT	2:26	PJVvGvPDLWc	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
26	Beginning	C418	Minecraft - Volume Alpha	INDIFFERENT	1:43	hduz9ZigCFY	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
29	Cat	C418	Minecraft - Volume Alpha	INDIFFERENT	3:07	zK5ZdzRnQE8	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
38	Oxygène	C418	Minecraft - Volume Alpha	INDIFFERENT	1:06	GtwuoHASgZs	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
40	Door	C418	Minecraft - Volume Alpha	INDIFFERENT	1:52	U6qnuOjSCiQ	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
41	Mice On Venus	C418	Minecraft - Volume Alpha	INDIFFERENT	4:42	T5-faDLv1Vs	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
42	Living Mice	C418	Minecraft - Volume Alpha	INDIFFERENT	2:58	5baJg-Ldgl0	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
46	Sweden	C418	Minecraft - Volume Alpha	INDIFFERENT	3:36	_3ngiSxVCBs	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
47	Death	C418	Minecraft - Volume Alpha	INDIFFERENT	0:42	Pz5ZP1hedbg	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
50	Équinoxe	C418	Minecraft - Volume Alpha	INDIFFERENT	1:55	j4EeT-jzo3c	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
54	Chris	C418	Minecraft - Volume Alpha	INDIFFERENT	1:28	197X5CGHEZQ	MPREb_rSyGxmolG93	UCONGElgDdV3FXSX-x7gBN4A
